Country,Code,ContinentCode,Year,Month,GDP billion currency units,Consumer Price Index (CPI)
Australia,AUS,OC,1996,1,,
Australia,AUS,OC,1996,2,,
Australia,AUS,OC,1996,3,128.02,66.2
Australia,AUS,OC,1996,4,,
Australia,AUS,OC,1996,5,,
Australia,AUS,OC,1996,6,133.65,66.7
Australia,AUS,OC,1996,7,,
Australia,AUS,OC,1996,8,,
Australia,AUS,OC,1996,9,135.15,66.9
Australia,AUS,OC,1996,10,,
Australia,AUS,OC,1996,11,,
Australia,AUS,OC,1996,12,145.94,67
Australia,AUS,OC,1997,1,,
Australia,AUS,OC,1997,2,,
Australia,AUS,OC,1997,3,133.57,67.1
Australia,AUS,OC,1997,4,,
Australia,AUS,OC,1997,5,,
Australia,AUS,OC,1997,6,141.59,66.9
Australia,AUS,OC,1997,7,,
Australia,AUS,OC,1997,8,,
Australia,AUS,OC,1997,9,143.27,66.6
Australia,AUS,OC,1997,10,,
Australia,AUS,OC,1997,11,,
Australia,AUS,OC,1997,12,154.64,66.8
Australia,AUS,OC,1998,1,,
Australia,AUS,OC,1998,2,,
Australia,AUS,OC,1998,3,142.38,67
Australia,AUS,OC,1998,4,,
Australia,AUS,OC,1998,5,,
Australia,AUS,OC,1998,6,148.55,67.4
Australia,AUS,OC,1998,7,,
Australia,AUS,OC,1998,8,,
Australia,AUS,OC,1998,9,151.42,67.5
Australia,AUS,OC,1998,10,,
Australia,AUS,OC,1998,11,,
Australia,AUS,OC,1998,12,162.32,67.8
Australia,AUS,OC,1999,1,,
Australia,AUS,OC,1999,2,,
Australia,AUS,OC,1999,3,150.98,67.8
Australia,AUS,OC,1999,4,,
Australia,AUS,OC,1999,5,,
Australia,AUS,OC,1999,6,156.21,68.1
Australia,AUS,OC,1999,7,,
Australia,AUS,OC,1999,8,,
Australia,AUS,OC,1999,9,159.63,68.7
Australia,AUS,OC,1999,10,,
Australia,AUS,OC,1999,11,,
Australia,AUS,OC,1999,12,170.52,69.1
Australia,AUS,OC,2000,1,,
Australia,AUS,OC,2000,2,,
Australia,AUS,OC,2000,3,162.85,69.7
Australia,AUS,OC,2000,4,,
Australia,AUS,OC,2000,5,,
Australia,AUS,OC,2000,6,168.72,70.2
Australia,AUS,OC,2000,7,,
Australia,AUS,OC,2000,8,,
Australia,AUS,OC,2000,9,173.63,72.9
Australia,AUS,OC,2000,10,,
Australia,AUS,OC,2000,11,,
Australia,AUS,OC,2000,12,181.45,73.1
Australia,AUS,OC,2001,1,,
Australia,AUS,OC,2001,2,,
Australia,AUS,OC,2001,3,172.96,73.9
Australia,AUS,OC,2001,4,,
Australia,AUS,OC,2001,5,,
Australia,AUS,OC,2001,6,178.34,74.5
Australia,AUS,OC,2001,7,,
Australia,AUS,OC,2001,8,,
Australia,AUS,OC,2001,9,182.8,74.7
Australia,AUS,OC,2001,10,,
Australia,AUS,OC,2001,11,,
Australia,AUS,OC,2001,12,195.84,75.4
Australia,AUS,OC,2002,1,,
Australia,AUS,OC,2002,2,,
Australia,AUS,OC,2002,3,184.44,76.1
Australia,AUS,OC,2002,4,,
Australia,AUS,OC,2002,5,,
Australia,AUS,OC,2002,6,192.51,76.6
Australia,AUS,OC,2002,7,,
Australia,AUS,OC,2002,8,,
Australia,AUS,OC,2002,9,196.4,77.1
Australia,AUS,OC,2002,10,,
Australia,AUS,OC,2002,11,,
Australia,AUS,OC,2002,12,208.91,77.6
Australia,AUS,OC,2003,1,,
Australia,AUS,OC,2003,2,,
Australia,AUS,OC,2003,3,194.9,78.6
Australia,AUS,OC,2003,4,,
Australia,AUS,OC,2003,5,,
Australia,AUS,OC,2003,6,202.3,78.6
Australia,AUS,OC,2003,7,,
Australia,AUS,OC,2003,8,,
Australia,AUS,OC,2003,9,207.83,79.1
Australia,AUS,OC,2003,10,,
Australia,AUS,OC,2003,11,,
Australia,AUS,OC,2003,12,225.1,79.5
Australia,AUS,OC,2004,1,,
Australia,AUS,OC,2004,2,,
Australia,AUS,OC,2004,3,210.53,80.2
Australia,AUS,OC,2004,4,,
Australia,AUS,OC,2004,5,,
Australia,AUS,OC,2004,6,219.95,80.6
Australia,AUS,OC,2004,7,,
Australia,AUS,OC,2004,8,,
Australia,AUS,OC,2004,9,224.35,80.9
Australia,AUS,OC,2004,10,,
Australia,AUS,OC,2004,11,,
Australia,AUS,OC,2004,12,239.62,81.5
Australia,AUS,OC,2005,1,,
Australia,AUS,OC,2005,2,,
Australia,AUS,OC,2005,3,224.2,82.1
Australia,AUS,OC,2005,4,,
Australia,AUS,OC,2005,5,,
Australia,AUS,OC,2005,6,236.42,82.6
Australia,AUS,OC,2005,7,,
Australia,AUS,OC,2005,8,,
Australia,AUS,OC,2005,9,242.93,83.4
Australia,AUS,OC,2005,10,,
Australia,AUS,OC,2005,11,,
Australia,AUS,OC,2005,12,260.39,83.8
Australia,AUS,OC,2006,1,,
Australia,AUS,OC,2006,2,,
Australia,AUS,OC,2006,3,241.58,84.5
Australia,AUS,OC,2006,4,,
Australia,AUS,OC,2006,5,,
Australia,AUS,OC,2006,6,253.54,85.9
Australia,AUS,OC,2006,7,,
Australia,AUS,OC,2006,8,,
Australia,AUS,OC,2006,9,262.73,86.7
Australia,AUS,OC,2006,10,,
Australia,AUS,OC,2006,11,,
Australia,AUS,OC,2006,12,281.19,86.6
Australia,AUS,OC,2007,1,,
Australia,AUS,OC,2007,2,,
Australia,AUS,OC,2007,3,264.64,86.6
Australia,AUS,OC,2007,4,,
Australia,AUS,OC,2007,5,,
Australia,AUS,OC,2007,6,279.13,87.7
Australia,AUS,OC,2007,7,,
Australia,AUS,OC,2007,8,,
Australia,AUS,OC,2007,9,284.52,88.3
Australia,AUS,OC,2007,10,,
Australia,AUS,OC,2007,11,,
Australia,AUS,OC,2007,12,304.43,89.1
Australia,AUS,OC,2008,1,,
Australia,AUS,OC,2008,2,,
Australia,AUS,OC,2008,3,284.81,90.3
Australia,AUS,OC,2008,4,,
Australia,AUS,OC,2008,5,,
Australia,AUS,OC,2008,6,304.83,91.6
Australia,AUS,OC,2008,7,,
Australia,AUS,OC,2008,8,,
Australia,AUS,OC,2008,9,315.49,92.7
Australia,AUS,OC,2008,10,,
Australia,AUS,OC,2008,11,,
Australia,AUS,OC,2008,12,330.61,92.4
Australia,AUS,OC,2009,1,,
Australia,AUS,OC,2009,2,,
Australia,AUS,OC,2009,3,302.61,92.5
Australia,AUS,OC,2009,4,,
Australia,AUS,OC,2009,5,,
Australia,AUS,OC,2009,6,311.76,92.9
Australia,AUS,OC,2009,7,,
Australia,AUS,OC,2009,8,,
Australia,AUS,OC,2009,9,313.65,93.8
Australia,AUS,OC,2009,10,,
Australia,AUS,OC,2009,11,,
Australia,AUS,OC,2009,12,334.58,94.3
Australia,AUS,OC,2010,1,,
Australia,AUS,OC,2010,2,,
Australia,AUS,OC,2010,3,314.51,95.2
Australia,AUS,OC,2010,4,,
Australia,AUS,OC,2010,5,,
Australia,AUS,OC,2010,6,340.12,95.8
Australia,AUS,OC,2010,7,,
Australia,AUS,OC,2010,8,,
Australia,AUS,OC,2010,9,345.16,96.5
Australia,AUS,OC,2010,10,,
Australia,AUS,OC,2010,11,,
Australia,AUS,OC,2010,12,365.26,96.9
Australia,AUS,OC,2011,1,,
Australia,AUS,OC,2011,2,,
Australia,AUS,OC,2011,3,341.05,98.3
Australia,AUS,OC,2011,4,,
Australia,AUS,OC,2011,5,,
Australia,AUS,OC,2011,6,366.44,99.2
Australia,AUS,OC,2011,7,,
Australia,AUS,OC,2011,8,,
Australia,AUS,OC,2011,9,372.65,99.8
Australia,AUS,OC,2011,10,,
Australia,AUS,OC,2011,11,,
Australia,AUS,OC,2011,12,388.17,99.8
Australia,AUS,OC,2012,1,,
Australia,AUS,OC,2012,2,,
Australia,AUS,OC,2012,3,358.27,99.9
Australia,AUS,OC,2012,4,,
Australia,AUS,OC,2012,5,,
Australia,AUS,OC,2012,6,380.72,100.4
Australia,AUS,OC,2012,7,,
Australia,AUS,OC,2012,8,,
Australia,AUS,OC,2012,9,379.74,101.8
Australia,AUS,OC,2012,10,,
Australia,AUS,OC,2012,11,,
Australia,AUS,OC,2012,12,396.4,102
Australia,AUS,OC,2013,1,,
Australia,AUS,OC,2013,2,,
Australia,AUS,OC,2013,3,369.51,102.4
Australia,AUS,OC,2013,4,,
Australia,AUS,OC,2013,5,,
Australia,AUS,OC,2013,6,390.8,102.8
Australia,AUS,OC,2013,7,,
Australia,AUS,OC,2013,8,,
Australia,AUS,OC,2013,9,392.67,104
Australia,AUS,OC,2013,10,,
Australia,AUS,OC,2013,11,,
Australia,AUS,OC,2013,12,415.76,104.8
Australia,AUS,OC,2014,1,,
Australia,AUS,OC,2014,2,,
Australia,AUS,OC,2014,3,386.68,105.4
Australia,AUS,OC,2014,4,,
Australia,AUS,OC,2014,5,,
Australia,AUS,OC,2014,6,403.44,105.9
Australia,AUS,OC,2014,7,,
Australia,AUS,OC,2014,8,,
Australia,AUS,OC,2014,9,401.8,106.4
Australia,AUS,OC,2014,10,,
Australia,AUS,OC,2014,11,,
Australia,AUS,OC,2014,12,421.19,106.6
Australia,AUS,OC,2015,1,,
Australia,AUS,OC,2015,2,,
Australia,AUS,OC,2015,3,391.93,106.8
Australia,AUS,OC,2015,4,,
Australia,AUS,OC,2015,5,,
Australia,AUS,OC,2015,6,408.29,107.5
Australia,AUS,OC,2015,7,,
Australia,AUS,OC,2015,8,,
Australia,AUS,OC,2015,9,410.7,108
Australia,AUS,OC,2015,10,,
Australia,AUS,OC,2015,11,,
Australia,AUS,OC,2015,12,427.42,108.4
Australia,AUS,OC,2016,1,,
Australia,AUS,OC,2016,2,,
Australia,AUS,OC,2016,3,397.88,108.2
Australia,AUS,OC,2016,4,,
Australia,AUS,OC,2016,5,,
Australia,AUS,OC,2016,6,421.75,108.6
Australia,AUS,OC,2016,7,,
Australia,AUS,OC,2016,8,,
Australia,AUS,OC,2016,9,423.76,109.4
Australia,AUS,OC,2016,10,,
Australia,AUS,OC,2016,11,,
Australia,AUS,OC,2016,12,456.49,110
Australia,AUS,OC,2017,1,,
Australia,AUS,OC,2017,2,,
Australia,AUS,OC,2017,3,429.78,110.5
Australia,AUS,OC,2017,4,,
Australia,AUS,OC,2017,5,,
Australia,AUS,OC,2017,6,449.29,110.7
Australia,AUS,OC,2017,7,,
Australia,AUS,OC,2017,8,,
Australia,AUS,OC,2017,9,451.62,111.4
Australia,AUS,OC,2017,10,,
Australia,AUS,OC,2017,11,,
Australia,AUS,OC,2017,12,472.04,112.1
Australia,AUS,OC,2018,1,,
Australia,AUS,OC,2018,2,,
Australia,AUS,OC,2018,3,446.28,112.6
Australia,AUS,OC,2018,4,,
Australia,AUS,OC,2018,5,,
Australia,AUS,OC,2018,6,473,113
Australia,AUS,OC,2018,7,,
Australia,AUS,OC,2018,8,,
Australia,AUS,OC,2018,9,475.74,113.5
Australia,AUS,OC,2018,10,,
Australia,AUS,OC,2018,11,,
Australia,AUS,OC,2018,12,500.27,114.1
Australia,AUS,OC,2019,1,,
Australia,AUS,OC,2019,2,,
Australia,AUS,OC,2019,3,470.72,114.1
Australia,AUS,OC,2019,4,,
Australia,AUS,OC,2019,5,,
Australia,AUS,OC,2019,6,499.51,114.8
Australia,AUS,OC,2019,7,,
Australia,AUS,OC,2019,8,,
Australia,AUS,OC,2019,9,502.8,115.4
Australia,AUS,OC,2019,10,,
Australia,AUS,OC,2019,11,,
Australia,AUS,OC,2019,12,522.01,116.2
Australia,AUS,OC,2020,1,,
Australia,AUS,OC,2020,2,,
Australia,AUS,OC,2020,3,486.24,116.6
Australia,AUS,OC,2020,4,,
Australia,AUS,OC,2020,5,,
Australia,AUS,OC,2020,6,469.81,114.4
Australia,AUS,OC,2020,7,,
Australia,AUS,OC,2020,8,,
Australia,AUS,OC,2020,9,485.33,116.2
Australia,AUS,OC,2020,10,,
Australia,AUS,OC,2020,11,,
Australia,AUS,OC,2020,12,527.51,117.2
Australia,AUS,OC,2021,1,,
Australia,AUS,OC,2021,2,,
Australia,AUS,OC,2021,3,506.84,117.9
Australia,AUS,OC,2021,4,,
Australia,AUS,OC,2021,5,,
Australia,AUS,OC,2021,6,549.5,118.8
Australia,AUS,OC,2021,7,,
Australia,AUS,OC,2021,8,,
Australia,AUS,OC,2021,9,539.04,119.7
Australia,AUS,OC,2021,10,,
Australia,AUS,OC,2021,11,,
Australia,AUS,OC,2021,12,582.02,121.3
Australia,AUS,OC,2022,1,,
Australia,AUS,OC,2022,2,,
Australia,AUS,OC,2022,3,561.37,123.9
Australia,AUS,OC,2022,4,,
Australia,AUS,OC,2022,5,,
Australia,AUS,OC,2022,6,614.17,126.1
Australia,AUS,OC,2022,7,,
Australia,AUS,OC,2022,8,,
Australia,AUS,OC,2022,9,,
Australia,AUS,OC,2022,10,,
Australia,AUS,OC,2022,11,,
Australia,AUS,OC,2022,12,,
Canada,CAN,NA,1996,1,,87.8
Canada,CAN,NA,1996,2,,88
Canada,CAN,NA,1996,3,202.7,88.1
Canada,CAN,NA,1996,4,,88.5
Canada,CAN,NA,1996,5,,88.7
Canada,CAN,NA,1996,6,208.64,89
Canada,CAN,NA,1996,7,,89
Canada,CAN,NA,1996,8,,89
Canada,CAN,NA,1996,9,225.19,89
Canada,CAN,NA,1996,10,,89.1
Canada,CAN,NA,1996,11,,89.3
Canada,CAN,NA,1996,12,223.31,89.7
Canada,CAN,NA,1997,1,,89.7
Canada,CAN,NA,1997,2,,89.9
Canada,CAN,NA,1997,3,214.42,90.1
Canada,CAN,NA,1997,4,,90.2
Canada,CAN,NA,1997,5,,90.2
Canada,CAN,NA,1997,6,222.46,90.3
Canada,CAN,NA,1997,7,,90.5
Canada,CAN,NA,1997,8,,90.5
Canada,CAN,NA,1997,9,236,90.6
Canada,CAN,NA,1997,10,,90.6
Canada,CAN,NA,1997,11,,90.6
Canada,CAN,NA,1997,12,234.05,90.5
Canada,CAN,NA,1998,1,,90.4
Canada,CAN,NA,1998,2,,90.9
Canada,CAN,NA,1998,3,223.47,91
Canada,CAN,NA,1998,4,,91.1
Canada,CAN,NA,1998,5,,91
Canada,CAN,NA,1998,6,232.12,91.3
Canada,CAN,NA,1998,7,,91.4
Canada,CAN,NA,1998,8,,91.4
Canada,CAN,NA,1998,9,242.73,91.4
Canada,CAN,NA,1998,10,,91.2
Canada,CAN,NA,1998,11,,91.6
Canada,CAN,NA,1998,12,242.23,91.6
Canada,CAN,NA,1999,1,,91.3
Canada,CAN,NA,1999,2,,91.5
Canada,CAN,NA,1999,3,234.11,91.6
Canada,CAN,NA,1999,4,,92
Canada,CAN,NA,1999,5,,92.5
Canada,CAN,NA,1999,6,248.06,92.7
Canada,CAN,NA,1999,7,,92.9
Canada,CAN,NA,1999,8,,93.1
Canada,CAN,NA,1999,9,262.47,93.3
Canada,CAN,NA,1999,10,,93.6
Canada,CAN,NA,1999,11,,93.7
Canada,CAN,NA,1999,12,263.29,93.6
Canada,CAN,NA,2000,1,,93.7
Canada,CAN,NA,2000,2,,93.5
Canada,CAN,NA,2000,3,257.88,94.1
Canada,CAN,NA,2000,4,,94.8
Canada,CAN,NA,2000,5,,94.5
Canada,CAN,NA,2000,6,274.52,94.9
Canada,CAN,NA,2000,7,,95.5
Canada,CAN,NA,2000,8,,95.8
Canada,CAN,NA,2000,9,287.73,95.7
Canada,CAN,NA,2000,10,,96.1
Canada,CAN,NA,2000,11,,96.3
Canada,CAN,NA,2000,12,285.94,96.6
Canada,CAN,NA,2001,1,,96.7
Canada,CAN,NA,2001,2,,96.3
Canada,CAN,NA,2001,3,277.28,96.8
Canada,CAN,NA,2001,4,,97.1
Canada,CAN,NA,2001,5,,97.8
Canada,CAN,NA,2001,6,287.27,98.6
Canada,CAN,NA,2001,7,,98.7
Canada,CAN,NA,2001,8,,98.4
Canada,CAN,NA,2001,9,291.89,98.4
Canada,CAN,NA,2001,10,,98.6
Canada,CAN,NA,2001,11,,98.1
Canada,CAN,NA,2001,12,288.1,97.2
Canada,CAN,NA,2002,1,,97.4
Canada,CAN,NA,2002,2,,97.6
Canada,CAN,NA,2002,3,278.5,98.2
Canada,CAN,NA,2002,4,,98.9
Canada,CAN,NA,2002,5,,99.5
Canada,CAN,NA,2002,6,297.09,99.7
Canada,CAN,NA,2002,7,,99.9
Canada,CAN,NA,2002,8,,100.5
Canada,CAN,NA,2002,9,308.93,100.9
Canada,CAN,NA,2002,10,,100.9
Canada,CAN,NA,2002,11,,101.2
Canada,CAN,NA,2002,12,309.17,101.5
Canada,CAN,NA,2003,1,,101.1
Canada,CAN,NA,2003,2,,102
Canada,CAN,NA,2003,3,301.29,102.8
Canada,CAN,NA,2003,4,,103.1
Canada,CAN,NA,2003,5,,102.4
Canada,CAN,NA,2003,6,309.05,102.5
Canada,CAN,NA,2003,7,,102.5
Canada,CAN,NA,2003,8,,102.6
Canada,CAN,NA,2003,9,322.99,102.9
Canada,CAN,NA,2003,10,,103.1
Canada,CAN,NA,2003,11,,102.8
Canada,CAN,NA,2003,12,321.42,103.1
Canada,CAN,NA,2004,1,,103.2
Canada,CAN,NA,2004,2,,103.3
Canada,CAN,NA,2004,3,312.73,103.5
Canada,CAN,NA,2004,4,,103.9
Canada,CAN,NA,2004,5,,104.1
Canada,CAN,NA,2004,6,330.44,105
Canada,CAN,NA,2004,7,,105.1
Canada,CAN,NA,2004,8,,105
Canada,CAN,NA,2004,9,347.16,104.8
Canada,CAN,NA,2004,10,,105
Canada,CAN,NA,2004,11,,105.2
Canada,CAN,NA,2004,12,345.4,105.6
Canada,CAN,NA,2005,1,,105.4
Canada,CAN,NA,2005,2,,105.3
Canada,CAN,NA,2005,3,334.17,105.7
Canada,CAN,NA,2005,4,,106.3
Canada,CAN,NA,2005,5,,106.6
Canada,CAN,NA,2005,6,349.24,106.7
Canada,CAN,NA,2005,7,,106.9
Canada,CAN,NA,2005,8,,107.1
Canada,CAN,NA,2005,9,368.35,107.5
Canada,CAN,NA,2005,10,,108.4
Canada,CAN,NA,2005,11,,107.9
Canada,CAN,NA,2005,12,369.83,107.7
Canada,CAN,NA,2006,1,,107.6
Canada,CAN,NA,2006,2,,108.2
Canada,CAN,NA,2006,3,355.19,108
Canada,CAN,NA,2006,4,,108.6
Canada,CAN,NA,2006,5,,109.2
Canada,CAN,NA,2006,6,371.29,109.7
Canada,CAN,NA,2006,7,,109.5
Canada,CAN,NA,2006,8,,109.6
Canada,CAN,NA,2006,9,386.36,109.8
Canada,CAN,NA,2006,10,,109.2
Canada,CAN,NA,2006,11,,109
Canada,CAN,NA,2006,12,383.76,109.2
Canada,CAN,NA,2007,1,,109.4
Canada,CAN,NA,2007,2,,109.4
Canada,CAN,NA,2007,3,371.45,110.2
Canada,CAN,NA,2007,4,,111.1
Canada,CAN,NA,2007,5,,111.6
Canada,CAN,NA,2007,6,391.49,112.1
Canada,CAN,NA,2007,7,,111.9
Canada,CAN,NA,2007,8,,112
Canada,CAN,NA,2007,9,409.24,111.7
Canada,CAN,NA,2007,10,,111.9
Canada,CAN,NA,2007,11,,111.6
Canada,CAN,NA,2007,12,405.48,111.9
Canada,CAN,NA,2008,1,,112
Canada,CAN,NA,2008,2,,111.8
Canada,CAN,NA,2008,3,389.66,112.2
Canada,CAN,NA,2008,4,,112.6
Canada,CAN,NA,2008,5,,113.5
Canada,CAN,NA,2008,6,411.7,114.6
Canada,CAN,NA,2008,7,,115.4
Canada,CAN,NA,2008,8,,115.8
Canada,CAN,NA,2008,9,442.41,115.6
Canada,CAN,NA,2008,10,,115.7
Canada,CAN,NA,2008,11,,114.5
Canada,CAN,NA,2008,12,413.27,114.1
Canada,CAN,NA,2009,1,,113.3
Canada,CAN,NA,2009,2,,113
Canada,CAN,NA,2009,3,375.04,113.8
Canada,CAN,NA,2009,4,,114
Canada,CAN,NA,2009,5,,113.9
Canada,CAN,NA,2009,6,382.73,114.7
Canada,CAN,NA,2009,7,,115.1
Canada,CAN,NA,2009,8,,114.7
Canada,CAN,NA,2009,9,407,114.7
Canada,CAN,NA,2009,10,,114.7
Canada,CAN,NA,2009,11,,114.6
Canada,CAN,NA,2009,12,406.57,115.2
Canada,CAN,NA,2010,1,,114.8
Canada,CAN,NA,2010,2,,115.1
Canada,CAN,NA,2010,3,391.7,115.6
Canada,CAN,NA,2010,4,,115.6
Canada,CAN,NA,2010,5,,116
Canada,CAN,NA,2010,6,407.59,116.3
Canada,CAN,NA,2010,7,,116.2
Canada,CAN,NA,2010,8,,116.8
Canada,CAN,NA,2010,9,430.75,116.7
Canada,CAN,NA,2010,10,,116.9
Canada,CAN,NA,2010,11,,117.4
Canada,CAN,NA,2010,12,436.01,117.5
Canada,CAN,NA,2011,1,,117.5
Canada,CAN,NA,2011,2,,117.8
Canada,CAN,NA,2011,3,417.22,118.1
Canada,CAN,NA,2011,4,,119.4
Canada,CAN,NA,2011,5,,119.8
Canada,CAN,NA,2011,6,432.64,120.6
Canada,CAN,NA,2011,7,,119.8
Canada,CAN,NA,2011,8,,120
Canada,CAN,NA,2011,9,461.08,120.3
Canada,CAN,NA,2011,10,,120.6
Canada,CAN,NA,2011,11,,120.8
Canada,CAN,NA,2011,12,463.12,120.9
Canada,CAN,NA,2012,1,,120.2
Canada,CAN,NA,2012,2,,120.7
Canada,CAN,NA,2012,3,432.81,121.2
Canada,CAN,NA,2012,4,,121.7
Canada,CAN,NA,2012,5,,122.2
Canada,CAN,NA,2012,6,446.95,122.1
Canada,CAN,NA,2012,7,,121.6
Canada,CAN,NA,2012,8,,121.5
Canada,CAN,NA,2012,9,473.59,121.8
Canada,CAN,NA,2012,10,,122
Canada,CAN,NA,2012,11,,122.2
Canada,CAN,NA,2012,12,473.85,121.9
Canada,CAN,NA,2013,1,,121.2
Canada,CAN,NA,2013,2,,121.3
Canada,CAN,NA,2013,3,443.13,122.7
Canada,CAN,NA,2013,4,,122.9
Canada,CAN,NA,2013,5,,122.7
Canada,CAN,NA,2013,6,460.4,123
Canada,CAN,NA,2013,7,,123
Canada,CAN,NA,2013,8,,123.1
Canada,CAN,NA,2013,9,500.96,123.1
Canada,CAN,NA,2013,10,,123.3
Canada,CAN,NA,2013,11,,123
Canada,CAN,NA,2013,12,497.76,123
Canada,CAN,NA,2014,1,,122.7
Canada,CAN,NA,2014,2,,123.1
Canada,CAN,NA,2014,3,467.35,124.1
Canada,CAN,NA,2014,4,,124.8
Canada,CAN,NA,2014,5,,125.2
Canada,CAN,NA,2014,6,488.99,125.8
Canada,CAN,NA,2014,7,,125.9
Canada,CAN,NA,2014,8,,125.7
Canada,CAN,NA,2014,9,524.49,125.7
Canada,CAN,NA,2014,10,,125.8
Canada,CAN,NA,2014,11,,125.9
Canada,CAN,NA,2014,12,514.08,125.4
Canada,CAN,NA,2015,1,,124.5
Canada,CAN,NA,2015,2,,124.3
Canada,CAN,NA,2015,3,472.38,125.4
Canada,CAN,NA,2015,4,,126.3
Canada,CAN,NA,2015,5,,126.2
Canada,CAN,NA,2015,6,487.05,126.9
Canada,CAN,NA,2015,7,,127.2
Canada,CAN,NA,2015,8,,127.3
Canada,CAN,NA,2015,9,521.59,127.3
Canada,CAN,NA,2015,10,,127.1
Canada,CAN,NA,2015,11,,127.2
Canada,CAN,NA,2015,12,509.42,127.1
Canada,CAN,NA,2016,1,,126.5
Canada,CAN,NA,2016,2,,126.8
Canada,CAN,NA,2016,3,475.25,127.1
Canada,CAN,NA,2016,4,,127.9
Canada,CAN,NA,2016,5,,128.3
Canada,CAN,NA,2016,6,490.41,128.8
Canada,CAN,NA,2016,7,,129.1
Canada,CAN,NA,2016,8,,128.9
Canada,CAN,NA,2016,9,530.19,128.7
Canada,CAN,NA,2016,10,,128.8
Canada,CAN,NA,2016,11,,129.1
Canada,CAN,NA,2016,12,529.68,128.6
Canada,CAN,NA,2017,1,,128.4
Canada,CAN,NA,2017,2,,129.5
Canada,CAN,NA,2017,3,499.83,129.7
Canada,CAN,NA,2017,4,,129.9
Canada,CAN,NA,2017,5,,130.4
Canada,CAN,NA,2017,6,524.43,130.5
Canada,CAN,NA,2017,7,,130.4
Canada,CAN,NA,2017,8,,130.4
Canada,CAN,NA,2017,9,559.07,130.5
Canada,CAN,NA,2017,10,,130.8
Canada,CAN,NA,2017,11,,130.9
Canada,CAN,NA,2017,12,557.31,131.3
Canada,CAN,NA,2018,1,,131.7
Canada,CAN,NA,2018,2,,132.5
Canada,CAN,NA,2018,3,523.4,132.9
Canada,CAN,NA,2018,4,,133.3
Canada,CAN,NA,2018,5,,133.4
Canada,CAN,NA,2018,6,551.26,133.6
Canada,CAN,NA,2018,7,,134.3
Canada,CAN,NA,2018,8,,134.2
Canada,CAN,NA,2018,9,588.53,133.7
Canada,CAN,NA,2018,10,,134.1
Canada,CAN,NA,2018,11,,133.5
Canada,CAN,NA,2018,12,572.49,133.4
Canada,CAN,NA,2019,1,,133.6
Canada,CAN,NA,2019,2,,134.5
Canada,CAN,NA,2019,3,539.63,135.4
Canada,CAN,NA,2019,4,,136
Canada,CAN,NA,2019,5,,136.6
Canada,CAN,NA,2019,6,571.84,136.3
Canada,CAN,NA,2019,7,,137
Canada,CAN,NA,2019,8,,136.8
Canada,CAN,NA,2019,9,601.56,136.2
Canada,CAN,NA,2019,10,,136.6
Canada,CAN,NA,2019,11,,136.4
Canada,CAN,NA,2019,12,598.27,136.4
Canada,CAN,NA,2020,1,,136.8
Canada,CAN,NA,2020,2,,137.4
Canada,CAN,NA,2020,3,543.46,136.6
Canada,CAN,NA,2020,4,,135.7
Canada,CAN,NA,2020,5,,136.1
Canada,CAN,NA,2020,6,489.98,137.2
Canada,CAN,NA,2020,7,,137.2
Canada,CAN,NA,2020,8,,137
Canada,CAN,NA,2020,9,582,136.9
Canada,CAN,NA,2020,10,,137.5
Canada,CAN,NA,2020,11,,137.7
Canada,CAN,NA,2020,12,591.33,137.4
Canada,CAN,NA,2021,1,,138.2
Canada,CAN,NA,2021,2,,138.9
Canada,CAN,NA,2021,3,572.85,139.6
Canada,CAN,NA,2021,4,,140.3
Canada,CAN,NA,2021,5,,141
Canada,CAN,NA,2021,6,603.77,141.4
Canada,CAN,NA,2021,7,,142.3
Canada,CAN,NA,2021,8,,142.6
Canada,CAN,NA,2021,9,650.11,142.9
Canada,CAN,NA,2021,10,,143.9
Canada,CAN,NA,2021,11,,144.2
Canada,CAN,NA,2021,12,666.4,144
Canada,CAN,NA,2022,1,,145.3
Canada,CAN,NA,2022,2,,146.8
Canada,CAN,NA,2022,3,640.83,148.9
Canada,CAN,NA,2022,4,,149.8
Canada,CAN,NA,2022,5,,151.9
Canada,CAN,NA,2022,6,689.27,152.9
Canada,CAN,NA,2022,7,,153.1
Canada,CAN,NA,2022,8,,
Canada,CAN,NA,2022,9,,
Canada,CAN,NA,2022,10,,
Canada,CAN,NA,2022,11,,
Canada,CAN,NA,2022,12,,
France,FRA,EU,1996,1,,74.13
France,FRA,EU,1996,2,,74.42
France,FRA,EU,1996,3,316.77,74.9
France,FRA,EU,1996,4,,74.99
France,FRA,EU,1996,5,,75.19
France,FRA,EU,1996,6,318.18,75.11
France,FRA,EU,1996,7,,74.94
France,FRA,EU,1996,8,,74.78
France,FRA,EU,1996,9,308.94,75.02
France,FRA,EU,1996,10,,75.22
France,FRA,EU,1996,11,,75.16
France,FRA,EU,1996,12,321.26,75.33
France,FRA,EU,1997,1,,75.49
France,FRA,EU,1997,2,,75.67
France,FRA,EU,1997,3,315.06,75.74
France,FRA,EU,1997,4,,75.75
France,FRA,EU,1997,5,,75.86
France,FRA,EU,1997,6,322.62,75.85
France,FRA,EU,1997,7,,75.74
France,FRA,EU,1997,8,,75.96
France,FRA,EU,1997,9,312.14,76.1
France,FRA,EU,1997,10,,76.05
France,FRA,EU,1997,11,,76.18
